Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname Bundesland;Abgabe
07487;20061126;20250506;576;48.0272;9.4860;Saulgau,Bad;Baden-Württemberg;Frei
07488;20061126;20250506;538;48.3846;8.4787;Betzweiler-Wälde;Baden-Württemberg;Frei
07489;20061126;20250506;348;48.7448;9.6484;Birenbach;Baden-Württemberg;Frei
07490;20061126;20250505;170;49.0334;8.7121;Bretten, Kreis Karlsruhe;Baden-Württemberg;Frei
07491;20061126;20250506;395;49.1540;10.0632;Crailsheim/Jagst;Baden-Württemberg;Frei
07492;20061126;20250506;260;49.4844;10.0190;Creglingen/Tauber;Baden-Württemberg;Frei
07493;20061126;20250506;304;48.6704;8.3534;Forbach;Baden-Württemberg;Frei
07494;20061126;20250506;160;48.9597;8.5905;Königsbach-Stein, Enzkreis;Baden-Württemberg;Frei
07495;20061126;20250506;226;49.3786;9.6307;Krautheim;Baden-Württemberg;Frei
07496;20061126;20100211;460;49.0137;10.0477;Rosenberg;Baden-Württemberg;Frei
07497;20061126;20250506;651;48.1872;8.3667;Tennenbronn;Baden-Württemberg;Frei
07498;20061126;20250506;249;49.0580;8.9124;Zaberfeld (Emetsklinge);Baden-Württemberg;Frei
07499;20070701;20220301;172;50.7893;7.8280;Wallmenroth;Rheinland-Pfalz;Frei
07500;20070101;20250506;82;52.0223;12.1597;Badewitz bei Zerbst;Sachsen-Anhalt;Frei
10510;20090101;20250505;244;48.8059;9.5046;Winterbach/Remstal;Baden-Württemberg;Frei
13654;20070801;20250506;285;51.0063;13.4710;Wilsdruff-Mohorn;Sachsen;Frei
13662;20070508;20160128;37;52.3031;12.4029;Boecke;Brandenburg;Frei
13667;20061123;20080706;269;48.0006;7.8450;Freiburg-Mitte;Baden-Württemberg;Frei
13669;20070901;20250506;55;52.0087;7.8519;Ostbevern-Schirlheide;Nordrhein-Westfalen;Frei
13670;20070601;20250505;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen;Frei
13671;20071201;20250506;221;50.9655;7.2753;Overath-Böke;Nordrhein-Westfalen;Frei
13672;20080501;20150101;593;48.5537;9.9877;Weidenstetten;Baden-Württemberg;Frei
13674;20070801;20250505;237;49.2943;8.9053;Waibstadt;Baden-Württemberg;Frei
13675;20071101;20250505;75;52.0818;9.4077;Hameln-Hastenbeck;Niedersachsen;Frei
13676;20100101;20250505;378;48.8608;12.0323;Langquaid-Oberschneidhart;Bayern;Frei
13687;20071101;20250506;18;53.9005;9.8308;Weddelbrook;Schleswig-Holstein;Frei
13688;20080301;20250506;129;51.1692;12.2617;Pegau;Sachsen;Frei
13689;20081001;20250506;249;50.4351;7.6657;Höhr-Grenzhausen;Rheinland-Pfalz;Frei
13693;20080611;20250505;70;51.9258;8.3111;Gütersloh/Ems;Nordrhein-Westfalen;Frei
13694;20070801;20250506;590;47.8317;12.8222;Teisendorf-Babing;Bayern;Frei
13695;20070801;20250506;780;47.8219;12.7715;Teisendorf-Neukirchen (Wildberg);Bayern;Frei
13696;20071201;20250505;60;51.5966;7.4048;Waltrop-Abdinghof;Nordrhein-Westfalen;Frei
13698;20080101;20250506;504;48.8767;10.2413;Lauchheim (Berghof);Baden-Württemberg;Frei
13699;20080301;20250506;66;52.3666;10.1265;Lehrte-Sievershausen;Niedersachsen;Frei
13700;20080501;20250505;203;51.3329;7.3412;Gevelsberg-Oberbröking;Nordrhein-Westfalen;Frei
13701;20080901;20250505;250;51.1945;9.9885;Eschwege-Eltmannshausen;Hessen;Frei
13710;20080401;20250505;490;48.5734;12.2576;Landshut-Reithof;Bayern;Frei
13711;20071201;20250505;289;50.6820;11.5150;Krölpa-Rockendorf;Thüringen;Frei
13712;20080901;20250506;44;52.1488;13.8359;Münchehofe;Brandenburg;Frei
13713;20071101;20250505;385;51.0899;7.6289;Meinerzhagen-Redlendorf;Nordrhein-Westfalen;Frei
13715;20080301;20250506;604;48.1003;9.8058;Biberach an der Riß-Bergerhausen;Baden-Württemberg;Frei
13716;20080901;20250506;816;47.8190;8.5774;Blumberg-Randen;Baden-Württemberg;Frei
13774;20080601;20250506;328;50.8138;12.2985;Crimmitschau-Mannichswalde;Sachsen;Frei
13776;20080301;20110104;85;52.1789;9.9524;Hildesheim-Drispenstedt;Niedersachsen;Frei
13777;20080601;20250505;109;52.2467;10.9592;Helmstedt-Emmerstedt;Niedersachsen;Frei
13778;20071208;20250506;225;49.2531;7.3397;Zweibrücken (Kläranlage);Rheinland-Pfalz;Frei
13779;20071210;20250506;220;50.2696;7.8199;Singhofen/Lahn;Rheinland-Pfalz;Frei
13780;20080319;20250506;310;49.5419;7.7179;Schallodenbach/Pfalz;Rheinland-Pfalz;Frei
13900;19950101;20250505;145;50.2688;9.3580;Soden,Bad-Salmünster (Kläranlage);Hessen;Frei
13901;19790201;20250505;41;51.7343;7.1998;Haltern (Wasserwerk);Nordrhein-Westfalen;Frei
13904;20080915;20100426;3;55.0000;6.3333;Nordseeboje 2;Hamburg;Frei
13912;20080826;20250506;85;50.3158;7.7785;Nassau (Kläranlage);Rheinland-Pfalz;Frei
13914;20230807;20250506;350;51.1054;8.7079;Frankenberg/Eder-Rengershausen;Hessen;
13915;20230807;20250506;456;50.6281;9.2614;Lautertal (Vogelsberg)-Meiches;Hessen;
13918;20080623;20250506;160;50.6181;7.4780;Peterslahr (Kläranlage);Rheinland-Pfalz;Frei
13932;19870521;20250505;388;48.3617;13.1938;Rotthalmünster (Landwirtschaftsamt);Bayern;Frei
13952;20090201;20250505;278;51.4089;8.0094;Arnsberg-Müschede;Nordrhein-Westfalen;Frei
13965;20081201;20250505;619;48.2639;8.8134;Balingen-Bronnhaupten;Baden-Württemberg;Frei
13968;20091001;20250506;435;50.2390;6.6611;Gerolstein/Kyll;Rheinland-Pfalz;Frei
14003;19610103;19920629;728;47.8619;10.6144;Kaufbeuren (Flugplatz);Bayern;Frei
14006;20201104;20250505;145;49.3683;8.1854;Mußbach (Neustadt);Rheinland-Pfalz;Frei
14007;20200921;20250505;164;49.9596;8.2360;Mainz-Marienborn;Rheinland-Pfalz;Frei
14008;20201104;20250505;245;49.8228;8.1044;Rommersheim (Eichenhof);Rheinland-Pfalz;Frei
14009;20200930;20250505;110;49.4010;8.3478;Schifferstadt;Rheinland-Pfalz;Frei
14010;20201104;20250505;274;50.5582;7.0317;Esch/Swistbach;Rheinland-Pfalz;Frei
14011;20201104;20250505;309;50.4528;7.6528;Grenzau;Rheinland-Pfalz;Frei
14012;20230313;20250505;187;49.8598;7.8487;Kreuznach, Bad/Nahe;Rheinland-Pfalz;
14013;20201104;20250505;92;49.8447;8.3492;Oppenheim/ Rhein;Rheinland-Pfalz;Frei
14014;20200930;20250505;214;49.7271;8.1168;Kettenheim (Eichhof);Rheinland-Pfalz;Frei
14015;20201104;20250505;388;50.1587;7.4972;Gondershausen;Rheinland-Pfalz;Frei
14016;20201104;20250505;98;49.5871;8.3414;Kleinniedesheim;Rheinland-Pfalz;Frei
14017;20201104;20250505;127;49.1581;8.2536;Herxheimweyher;Rheinland-Pfalz;Frei
14018;20201104;20250505;180;49.5189;8.1875;Dackenheim/Pfalz;Rheinland-Pfalz;Frei
14019;20201104;20250505;115;49.2449;8.2912;Lustadt;Rheinland-Pfalz;Frei
14020;20201104;20250505;195;50.2558;7.3535;Münstermaifeld, Kr. Mayen-Koblenz;Rheinland-Pfalz;Frei
14021;20201104;20250505;209;49.8270;8.3320;Dienheim;Rheinland-Pfalz;Frei
14022;20201104;20250505;461;49.6353;7.2105;Dienstweiler;Rheinland-Pfalz;Frei
14023;20201104;20250505;476;50.1419;6.3126;Strickscheid;Rheinland-Pfalz;Frei
14024;20200930;20250327;197;49.9678;6.8593;Wittlich, Kreisstadt;Rheinland-Pfalz;Frei
14025;20201104;20250505;526;50.2596;6.8020;Dreis-Brück;Rheinland-Pfalz;Frei
14026;20201104;20250505;296;50.7316;7.7003;Isert;Rheinland-Pfalz;Frei
14027;20201104;20250505;372;50.2643;8.0072;Berghausen;Rheinland-Pfalz;Frei
14028;20201104;20250505;411;49.3684;7.4688;Martinshöhe;Rheinland-Pfalz;Frei
14029;20231128;20250505;418;50.0005;7.5928;Wahlbach/Hunsr.;Rheinland-Pfalz;Frei
14030;20201104;20250505;307;49.4716;7.7620;Morlautern;Rheinland-Pfalz;Frei
14031;20201104;20250505;369;49.5725;6.4647;Merzkirchen;Rheinland-Pfalz;Frei
14032;20201104;20250505;78;50.4468;7.5357;Heimbach-Weis/Rhein;Rheinland-Pfalz;Frei
14033;20201104;20250505;248;49.7542;6.6932;Avelsbach;Rheinland-Pfalz;Frei
14034;20201104;20250505;143;49.8004;6.7833;Riol;Rheinland-Pfalz;Frei
14035;20201104;20250505;194;49.6334;8.0278;Weierhof;Rheinland-Pfalz;Frei
14036;20201104;20250505;529;50.0708;6.6242;Steinborn;Rheinland-Pfalz;Frei
14037;20201104;20250505;325;50.0066;6.4587;Wiersdorf/Stausee Bitburg;Rheinland-Pfalz;Frei
14038;20201104;20250505;169;49.7756;7.6128;Meddersheim;Rheinland-Pfalz;Frei
14040;20230313;20250505;144;49.2605;8.1548;Edesheim;Rheinland-Pfalz;
14041;20230313;20250505;159;49.0379;7.9916;Schweighofen;Rheinland-Pfalz;
14042;20201104;20250505;150;50.5849;7.1455;Leimersdorf-Nierendorf;Rheinland-Pfalz;Frei
14043;20211101;20250505;155;50.3837;7.5325;Mülheim-Kärlich, Kr. Mayen-Koblenz;Rheinland-Pfalz;Frei
14044;20211101;20250505;219;49.9747;8.0986;Ingelheim/Rhein;Rheinland-Pfalz;
14045;20211101;20250505;88;50.0069;8.0916;Heidenfahrt;Rheinland-Pfalz;Frei
14046;20211101;20250505;116;49.9512;8.0074;Gau-Algesheim;Rheinland-Pfalz;
14047;20230313;20250505;119;49.5093;8.1997;Freinsheim;Rheinland-Pfalz;
14048;20230313;20250505;203;50.0603;7.7609;Bacharach;Rheinland-Pfalz;
14049;20230313;20250505;120;50.2531;7.5998;Boppard;Rheinland-Pfalz;
14050;20230313;20250505;130;49.5206;8.2545;Weisenheim;Rheinland-Pfalz;
14051;20230313;20250505;180;49.1839;8.0837;Landau-Wollmesheim;Rheinland-Pfalz;
14052;20201104;20250505;192;49.2165;8.0479;Siebeldingen;Rheinland-Pfalz;Frei
14053;20230313;20250505;173;49.2237;8.1139;Landau-Nussdorf;Rheinland-Pfalz;
14054;20230313;20250505;213;49.1077;7.9970;Bergzabern, Bad/Pfalz;Rheinland-Pfalz;
14055;20230313;20250505;198;49.0540;7.9701;Schweigen-Rechtenbach;Rheinland-Pfalz;
14056;20230313;20250505;228;49.5825;8.1517;Grünstadt-Asselheim;Rheinland-Pfalz;
14057;20230313;20250505;186;49.5440;8.1607;Grünstadt-Sausenheim;Rheinland-Pfalz;
14058;20230313;20250505;128;49.4624;8.2028;Dürkheim, Bad-Trift;Rheinland-Pfalz;
14059;20230313;20250505;147;49.2941;8.1504;Maikammer/Pfalz;Rheinland-Pfalz;
14061;20230313;20250505;98;49.4622;8.2692;Ellerstadt/Pfalz;Rheinland-Pfalz;
14062;20230313;20250505;132;49.1048;8.0993;Steinweiler;Rheinland-Pfalz;
14063;20200930;20250505;88;49.9566;7.9642;Bingen-Gaulsheim;Rheinland-Pfalz;Frei
14065;20201104;20250505;115;49.6057;8.2531;Offstein;Rheinland-Pfalz;Frei
14069;20230313;20250505;197;49.6461;8.1482;Zellertal;Rheinland-Pfalz;
14070;20230313;20250505;89;49.8847;8.3374;Nierstein;Rheinland-Pfalz;
14071;20211101;20250505;180;49.6384;7.5749;Wiesweiler;Rheinland-Pfalz;Frei
14072;20201104;20250505;133;50.0902;7.1401;Neef;Rheinland-Pfalz;Frei
14073;20230313;20250505;151;49.6715;6.5784;Kanzem;Rheinland-Pfalz;
14074;20230313;20250505;188;49.6596;6.4440;Nittel;Rheinland-Pfalz;
14075;20230313;20250505;126;49.9145;6.9979;Brauneberg;Rheinland-Pfalz;
14076;20230313;20250505;212;49.9524;7.0265;Zeltingen;Rheinland-Pfalz;
14077;20230313;20250505;132;49.9792;7.1089;Traben-Trarbach/Mosel;Rheinland-Pfalz;
14078;20230313;20250505;140;50.1706;7.2493;Pommern;Rheinland-Pfalz;
14079;20230313;20250505;85;50.3126;7.5018;Winningen/Weinberg;Rheinland-Pfalz;
14080;20230313;20250505;156;50.5126;7.0130;Mayschoß;Rheinland-Pfalz;
14081;20211101;20250505;136;50.2286;7.4137;Hatzenport;Rheinland-Pfalz;Frei
14082;20230313;20250505;186;49.9217;7.0751;Bernkastel-Kues/Mosel;Rheinland-Pfalz;
14083;20230313;20250505;197;50.1058;7.1326;Calmont;Rheinland-Pfalz;
14084;20230313;20250505;113;49.8072;8.3418;Guntersblum/Rheinhessen;Rheinland-Pfalz;
14085;20230313;20250505;251;49.6950;8.1466;Flomborn;Rheinland-Pfalz;
14086;20230313;20250505;132;49.7491;8.3143;Alsheim;Rheinland-Pfalz;
14087;20230313;20250505;151;49.7249;8.2739;Bechtheim;Rheinland-Pfalz;
14088;20230313;20250505;104;50.0355;7.1487;Briedel;Rheinland-Pfalz;
14089;20230313;20250505;93;50.1428;7.1988;Valwig;Rheinland-Pfalz;
14090;20230313;20250505;111;49.6387;8.2969;Worms-Leiselheim;Rheinland-Pfalz;
14092;20230313;20250505;120;49.9319;8.2988;Bodenheim;Rheinland-Pfalz;
14093;20211101;20250505;211;49.9719;8.1860;Drais-Finthen;Rheinland-Pfalz;
14094;20230313;20250505;109;49.4267;8.2229;Deidesheim-Niederkirchen;Rheinland-Pfalz;
14095;20230313;20250505;148;49.6822;8.2435;Gundheim/Rheinhessen;Rheinland-Pfalz;
14096;20230313;20250505;150;50.6225;6.9917;Klein-Altendorf;Nordrhein-Westfalen;
14097;20230313;20250505;179;49.4901;8.1685;Leistadt-Kallstadt;Rheinland-Pfalz;
14098;20230313;20250505;122;49.8343;6.8778;Leiwen/Mosel;Rheinland-Pfalz;
14099;20230313;20250505;225;50.3248;7.2303;Mayen/Nette;Rheinland-Pfalz;
14100;20230313;20250505;188;49.8132;7.7955;Norheim;Rheinland-Pfalz;
14101;20230313;20250505;139;49.8858;6.9111;Piesport/Mosel;Rheinland-Pfalz;
14102;20230313;20250505;135;49.8013;6.8488;Pölich;Rheinland-Pfalz;
14103;20230313;20250505;102;49.3598;8.4214;Speyer/Rhein;Rheinland-Pfalz;
14104;20230313;20250505;113;50.0233;7.1828;Zell;Rheinland-Pfalz;
14105;20230313;20250505;238;49.9017;8.2244;Zornheim;Rheinland-Pfalz;
14108;20201104;20250505;95;49.7473;8.3840;Eich/Rheinhessen;Rheinland-Pfalz;Frei
14109;20201105;20250505;290;49.9357;6.2523;Körperich-Gaytalpark;Rheinland-Pfalz;Frei
14138;20090915;20151231;73;52.1655;14.1224;Falkenberg (Grenzschichtmessfeld);Brandenburg;Frei
14139;20201104;20250505;610;49.8967;7.5869;Entenpfuhl;Rheinland-Pfalz;Frei
14142;20110418;20250506;30;51.5024;6.8400;Oberhausen-Buschhausen;Nordrhein-Westfalen;
14143;20110418;20250506;53;51.6072;7.5309;Lünen/Seseke;Nordrhein-Westfalen;
14144;20110418;20250506;55;51.5802;7.3150;Castrop-Rauxel-Habinghorst;Nordrhein-Westfalen;
14145;20110418;20250506;67;51.5129;7.3808;Dortmund/Oespeler Bach;Nordrhein-Westfalen;
14146;20110419;20250506;40;51.4786;7.0234;Essen-Stoppenberg;Nordrhein-Westfalen;
14147;20110418;20250506;50;51.8102;7.2683;Dülmen;Nordrhein-Westfalen;
14148;20110418;20250506;20;51.6531;6.7581;Hünxe;Nordrhein-Westfalen;
14149;20110418;20250506;59;51.7538;6.9980;Lembeck;Nordrhein-Westfalen;
14150;20110418;20250506;67;51.6123;7.0864;Westerholt;Nordrhein-Westfalen;
14151;20121112;20250506;126;50.8892;6.2111;Alsdorf-Bettendorf;Nordrhein-Westfalen;
14152;20121112;20250506;213;50.7494;6.1863;Aachen-Brand (KA);Nordrhein-Westfalen;
14153;20121112;20250506;42;51.0646;6.1692;Hückelhoven-Ratheim;Nordrhein-Westfalen;
14154;20121112;20250506;327;50.5751;6.4727;Schleiden-Gemünd (KA);Nordrhein-Westfalen;
14155;20120613;20250506;117;51.2278;7.0013;Haan-Gruiten;Nordrhein-Westfalen;
14156;20120613;20250506;110;51.2889;6.9275;Ratingen-Homberg;Nordrhein-Westfalen;
14157;20091201;20250506;168;49.5686;8.7013;Birkenau;Hessen;Frei
14158;20120613;20250506;46;51.1192;6.9311;Langenfeld;Nordrhein-Westfalen;
14159;20120613;20250506;173;51.3465;7.0225;Velbert;Nordrhein-Westfalen;
14160;20220903;20250506;274;50.9826;7.3328;Lindlar-Hohbusch;Nordrhein-Westfalen;
14161;20220903;20250506;90;50.9273;7.2753;Overath;Nordrhein-Westfalen;
14162;20220722;20250506;191;51.0006;7.5546;Gummersbach-Rospe;Nordrhein-Westfalen;
14163;20220903;20250506;189;51.0637;7.3059;Kürten/Sülzüberleitung;Nordrhein-Westfalen;
14164;20110509;20250506;62;50.9602;6.6318;Bergheim (Erftverband);Nordrhein-Westfalen;
14165;20110510;20250506;330;50.5275;6.7813;Münstereifel, Bad-Eicherscheid;Nordrhein-Westfalen;
14166;20110510;20250506;51;51.1090;6.5985;Grevenbroich;Nordrhein-Westfalen;
14167;20110510;20250506;356;50.5520;6.6906;Mechernich-Harzheim;Nordrhein-Westfalen;
14168;20110510;20250506;258;50.6054;6.6011;Mechernich-Glehn;Nordrhein-Westfalen;
14169;20110510;20250506;354;50.5799;6.9484;Rheinbach-Todenfeld;Nordrhein-Westfalen;
14170;20120911;20250413;348;51.3384;8.2709;Meschede (Hennetalsperre);Nordrhein-Westfalen;
14171;20120911;20250506;259;51.3542;7.9680;Sundern (Sorpetalsperre);Nordrhein-Westfalen;
14172;20120911;20250506;113;51.3679;7.5465;Hagen-Hohenlimburg;Nordrhein-Westfalen;
14173;20120911;20250506;85;51.3830;7.3848;Wetter;Nordrhein-Westfalen;
14174;20120613;20250506;27;51.4343;6.5702;Neukirchen-Vluyn;Nordrhein-Westfalen;
14175;20120613;20250506;22;51.5787;6.5095;Alpen;Nordrhein-Westfalen;
14176;20121112;20250506;15;51.6901;6.1502;Goch/Niers;Nordrhein-Westfalen;
14177;20140801;20250506;24;51.5426;6.3150;Geldern;Nordrhein-Westfalen;
14178;20121112;20250506;35;51.3454;6.3546;Grefrath;Nordrhein-Westfalen;
14179;20140801;20250506;42;51.1968;6.4950;Korschenbroich;Nordrhein-Westfalen;
14180;20160601;20250506;43;51.0469;6.9729;Leverkusen-Bürrig;Nordrhein-Westfalen;
14181;20160601;20250506;184;51.0696;7.1866;Wermelskirchen-Lindscheid;Nordrhein-Westfalen;
14182;20160601;20250506;193;51.2902;7.2759;Schwelm/Schwelme;Nordrhein-Westfalen;
14183;20160601;20250506;297;51.1433;7.3656;Hückeswagen/Bever;Nordrhein-Westfalen;
14184;20160601;20250506;126;51.2242;7.1070;Wuppertal-Buchenhofen/Wupper;Nordrhein-Westfalen;
14185;20170801;20250506;304;51.6050;8.8175;Lichtenau-Ebbinghausen;Nordrhein-Westfalen;
14186;20170801;20250506;291;51.5319;8.7289;Gollentaler Grund;Nordrhein-Westfalen;
14187;20170801;20250506;226;51.5831;8.8478;Husen-Dalheim;Nordrhein-Westfalen;
14301;20100625;20250506;415;48.7300;13.2741;Eging am See-Rohrbachholz;Bayern;Frei
14311;19720101;20051230;530;50.1500;6.5527;Hersdorf-Weißenseifen;Rheinland-Pfalz;Frei
14350;20110122;20250506;627;48.0035;11.0120;Finning (Windachspeicher);Bayern;Frei
14351;20110801;20250506;610;47.8529;11.4999;Geretsried (Feuerwehrschule);Bayern;Frei
14436;20230807;20250506;121;50.3091;8.8459;Niddatal-Nieder-Florstadt;Hessen;
14460;20221003;20250506;175;50.7537;7.4539;Eitorf-Lascheid;Nordrhein-Westfalen;
15000;20110401;20250505;231;50.7983;6.0244;Aachen-Orsbach;Nordrhein-Westfalen;Frei
15003;20110501;20250506;20;53.8753;13.2101;Kruckow-Schmarsow;Mecklenburg-Vorpommern;Frei
15009;20130515;20250506;460;49.6570;7.1039;Abentheuer;Rheinland-Pfalz;Frei
15011;20140429;20250506;375;49.0472;9.9084;Bühlertann;Baden-Württemberg;Frei
15012;20140429;20250506;196;49.2094;9.1034;Rappenau, Bad (Kläranlage);Baden-Württemberg;Frei
15013;20140429;20250506;119;48.8946;8.3379;Malsch/Baden;Baden-Württemberg;Frei
15014;20140429;20250506;918;47.9761;8.1751;Titisee-Neustadt-Waldau;Baden-Württemberg;Frei
15015;20140429;20250506;509;48.9271;9.7973;Gschwend-Frickenhofen;Baden-Württemberg;Frei
15016;20140429;20250506;280;48.6137;9.2947;Neckartailfingen;Baden-Württemberg;Frei
15039;20110830;20250506;216;49.3452;7.9579;Elmstein (Kläranlage);Rheinland-Pfalz;Frei
15040;20130430;20250506;455;49.6303;6.8131;Kell am See;Rheinland-Pfalz;Frei
15044;20111001;20250505;199;50.4517;7.4058;Neuwied-Feldkirchen-Hüllenberg;Rheinland-Pfalz;Frei
15045;20111002;20210503;420;50.4070;7.1458;Weibern;Rheinland-Pfalz;
15120;20120301;20250505;379;51.5572;8.7019;Haaren;Nordrhein-Westfalen;Frei
15122;20120401;20250505;380;49.5200;10.2854;Ergersheim-Neuherberg;Bayern;Frei
15155;20121203;20250506;340;50.0611;6.1951;Olmscheid;Rheinland-Pfalz;Frei
15156;20121203;20200903;340;49.1750;7.4585;Riedelberg;Rheinland-Pfalz;Frei
15161;20201104;20250505;286;50.5802;7.6900;Maroth;Rheinland-Pfalz;Frei
15170;20140429;20250506;718;47.9725;8.4157;Donaueschingen-Wolterdingen;Baden-Württemberg;Frei
15185;20130218;20250506;200;49.2490;7.9615;Eußerthal;Rheinland-Pfalz;Frei
15187;20210118;20250505;606;49.2703;7.8264;Hortenkopf;Rheinland-Pfalz;Frei
15189;20130501;20250505;12;53.8281;12.5936;Sukow-Levitzow;Mecklenburg-Vorpommern;Frei
15190;20180701;20250505;18;51.6802;6.4349;Xanten (Wasserwerk);Nordrhein-Westfalen;Frei
15194;20240401;20250505;129;52.0688;10.6245;Börßum-Achim;Niedersachsen;Frei
15198;20130410;20250506;510;49.9680;7.6329;Ellern;Rheinland-Pfalz;Frei
15200;20130601;20250505;327;51.2531;7.2157;Wuppertal;Nordrhein-Westfalen;Frei
15201;20130516;20250506;225;50.8153;7.7981;Elkhausen;Rheinland-Pfalz;Frei
15207;20131101;20250505;317;51.2835;9.3590;Schauenburg-Elgershausen;Hessen;Frei
15212;20131002;20250506;297;49.8736;7.3813;Hausen;Rheinland-Pfalz;Frei
15214;20131101;20250505;808;47.6248;10.8075;Halblech-Bayerniederhofen;Bayern;Frei
15249;20201104;20250505;560;50.6936;8.0884;Liebenscheid;Rheinland-Pfalz;Frei
15444;20140901;20250505;593;48.4418;9.9216;Ulm-Mähringen;Baden-Württemberg;Frei
15448;20140601;20250506;411;49.6185;7.3080;Baumholder (Kläranlage);Rheinland-Pfalz;Frei
15478;20150201;20250506;515;48.2095;10.0654;Dietenheim;Baden-Württemberg;Frei
15490;20161201;20250506;298;50.8053;8.3382;Eschenburg-Eibelshausen;Hessen;Frei
15512;20160901;20250506;65;53.0859;10.1611;Rehlingen-Ehlbeck;Niedersachsen;Frei
15514;20171101;20250506;106;49.3767;8.6177;Heidelberg-Kurpfalzhof;Baden-Württemberg;Frei
15517;20150701;20250506;406;50.1966;6.9859;Ulmen;Rheinland-Pfalz;Frei
15520;20150901;20250505;656;47.8190;12.2956;Frasdorf-Greimelberg;Bayern;Frei
15523;20150901;20250506;405;49.2866;7.5958;Höheinöd;Rheinland-Pfalz;Frei
15527;20221119;20250506;309;50.7231;12.0684;Hohenleuben;Thüringen;Frei
15528;20221119;20250502;422;51.3332;10.8671;Possen;Thüringen;Frei
15529;20221119;20250506;258;50.7564;10.3168;Breitungen;Thüringen;Frei
15547;20161001;20250505;214;49.1259;9.1428;Heilbronn/Neckar;Baden-Württemberg;Frei
15555;20160501;20250505;815;47.8761;10.5849;Kaufbeuren-Oberbeuren;Bayern;Frei
15561;20201104;20250505;247;49.7461;7.3919;Fischbach/Nahe;Rheinland-Pfalz;Frei
15569;20201104;20250505;155;49.8073;7.9546;Wöllstein;Rheinland-Pfalz;Frei
15570;20160701;20250506;590;49.6938;7.0756;Börfink-Brunnen;Rheinland-Pfalz;Frei
15750;20221003;20250506;45;51.2012;6.2249;Niederkrüchten;Nordrhein-Westfalen;
15751;20221003;20250505;544;50.5792;6.2931;Simmerath-Eicherscheid;Nordrhein-Westfalen;
15754;20221010;20250506;95;50.8777;6.6162;Kerpen-Haus Forst;Nordrhein-Westfalen;
15759;20221010;20250506;57;50.7762;7.0137;Bornheim/Eichenkamp;Nordrhein-Westfalen;
15763;20221010;20250506;148;50.7114;7.3471;Hennef-Hanfmühle;Nordrhein-Westfalen;
15765;20221010;20250506;200;50.9135;7.5235;Nümbrecht-Homburg-Bröl;Nordrhein-Westfalen;
15767;20221010;20250506;55;52.0074;7.6508;Münster-Coerde;Nordrhein-Westfalen;
15768;20221010;20250506;272;51.3732;7.7293;Iserlohn-Wermingsen;Nordrhein-Westfalen;
15771;20221010;20250506;65;51.8326;7.8809;Sendenhorst;Nordrhein-Westfalen;
15801;20201001;20250505;718;48.8257;13.5922;Hinterschmiding-Sonndorf;Bayern;Frei
15810;20180601;20250506;567;47.9261;9.5926;Aulendorf-Blönried;Baden-Württemberg;Frei
15813;20220301;20250505;40;52.5126;7.4131;Lingen-Baccum;Niedersachsen;Frei
15821;20231008;20250505;387;49.8703;7.6890;Gauchsberg;Rheinland-Pfalz;Frei
15822;20231008;20250505;369;49.4324;7.9086;Hochspeyer/Pfalz;Rheinland-Pfalz;Frei
15823;20231008;20250505;514;49.2752;7.8021;Merzalben;Rheinland-Pfalz;Frei
15824;20231008;20250505;593;49.6331;7.9211;Dannenfels/Donnersberg;Rheinland-Pfalz;Frei
15825;20231008;20250430;650;49.6953;7.0288;Hermeskeil (Thiergarten);Rheinland-Pfalz;Frei
15827;20210101;20221017;594;50.4367;7.0938;Adenau (Kempenich);Rheinland-Pfalz;Frei
15828;20231018;20250505;565;49.5774;6.7740;Holzbach;Rheinland-Pfalz;Frei
15829;20231008;20250505;136;49.0474;8.0860;Schaidt;Rheinland-Pfalz;Frei
15831;20190107;20250506;44;52.4197;8.7303;Diepenau-Lavelsloh;Niedersachsen;Frei
15832;20190107;20250506;88;52.3334;10.8030;Glentorf (Pegel);Niedersachsen;Frei
15833;20190911;20250506;65;52.3366;10.4884;Harxbüttel (Pegel);Niedersachsen;Frei
15834;20190108;20250506;93;52.1014;10.1163;Holle;Niedersachsen;Frei
15835;20190107;20250506;35;52.9247;9.4068;Kirchlinteln/Verden;Niedersachsen;Frei
15836;20190912;20250506;48;52.5394;10.3286;Müden-Flettmar;Niedersachsen;Frei
15837;20220515;20250506;14;52.5074;6.9655;Neuenhaus;Niedersachsen;Frei
15838;20190107;20250506;39;52.5023;8.0525;Neuenkirchen-Vörden;Niedersachsen;Frei
15839;20190107;20250506;75;52.1356;9.7620;Poppenburg (Pegel);Niedersachsen;Frei
15840;20190107;20250506;77;52.1887;10.3696;Salzgitter-Lebenstedt;Niedersachsen;Frei
15841;20221211;20250506;93;52.0321;10.5454;Schladen (Pegel);Niedersachsen;Frei
15842;20190107;20250506;81;53.0970;9.8502;Schneverdingen (Akademie);Niedersachsen;Frei
15843;20190107;20250506;144;51.8630;10.0662;Seboldshausen;Niedersachsen;Frei
15844;20190912;20250506;28;52.5747;9.0288;Steyerberg/Große Aue;Niedersachsen;Frei
15845;20190107;20250506;68;52.8981;10.4438;Suderburg (Hochschule);Niedersachsen;Frei
